mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
111,Stop & Shop Supermarket,Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,0.6157730364223946,Stop & Shop Supermarket | Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,Yes,"Stop & Shop Supermarket is a brand owned by Ahold Delhaize, and KONINKLIJKE AHOLD DELHAIZE is the full official name of Ahold Delhaize, indicating a relationship between the entities."
112,Bristol-Myers Squibb,Bristol-Myers Squibb,BRISTOL-MYERS SQUIBB CO,0.802773756728444,Bristol-Myers Squibb | Bristol-Myers Squibb,BRISTOL-MYERS SQUIBB CO,Yes,"Both entities refer to Bristol-Myers Squibb Company, with variations in formatting, indicating they are the same entity."
113,Tom's of Maine,Colgate-Palmolive,COLGATE-PALMOLIVE CO,0.5756049643131739,Tom's of Maine | Colgate-Palmolive,COLGATE-PALMOLIVE CO,Yes,Tom's of Maine is a subsidiary brand owned by Colgate-Palmolive. Colgate-Palmolive Co is the parent company.
114,IBP,Tyson Foods,TYSON FOODS INC  -CL A,0.6730912572114307,IBP | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"IBP is a subsidiary brand under Tyson Foods, and 'Tyson Foods Inc -CL A' refers to the company's Class A shares. Both refer to the same parent company, Tyson Foods."
115,Spirits Marque One,Constellation Brands,CONSTELLATION BRANDS,0.6665744008601384,Spirits Marque One | Constellation Brands,CONSTELLATION BRANDS,Yes,"Spirits Marque One is a part of Constellation Brands, which owns and operates various subsidiaries and brands."
116,Energy Brands,The Coca-Cola Company,COCA-COLA CO,0.6009568057716437,Energy Brands | The Coca-Cola Company,COCA-COLA CO,Yes,"The Coca-Cola Company, also known as COCA-COLA CO, is the parent company of Energy Brands."
117,North American Coffee Partnership,Starbucks Coffee,STARBUCKS CORP,0.6519456110604956,North American Coffee Partnership | Starbucks Coffee,STARBUCKS CORP,Yes,"The North American Coffee Partnership is a joint venture involving Starbucks, and Starbucks Coffee is a product under STARBUCKS CORP, making them related entities."
118,Gilardi Foods,ConAgra Foods,CONAGRA BRANDS INC,0.6539493163327265,Gilardi Foods | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Foods, which owns Gilardi Foods, is the former name of Conagra Brands Inc."
119,Scharffen Berger Chocolate Maker,Hershey,HERSHEY CO,0.6639775457105684,Scharffen Berger Chocolate Maker | Hershey,HERSHEY CO,Yes,"Scharffen Berger Chocolate Maker is a brand owned by Hershey, which is The Hershey Company, so there is a brand-owner relationship."
120,Dr. Johns Products,Procter & Gamble,PROCTER & GAMBLE CO,0.5782809019283681,Dr. Johns Products | Procter & Gamble,PROCTER & GAMBLE CO,Yes,"Entity 1 lists a product or brand under Procter & Gamble, and Entity 2 is the company itself. Procter & Gamble owns Dr. Johns Products."
121,Trebor Allan,Hershey,HERSHEY CO,0.6222209920120062,Trebor Allan | Hershey,HERSHEY CO,Yes,"Trebor Allan is a brand under The Hershey Company, and 'HERSHEY CO' refers to the parent company, The Hershey Company."
122,Starbucks Ice Cream Partnership,Starbucks Coffee,STARBUCKS CORP,0.6168617773157408,Starbucks Ice Cream Partnership | Starbucks Coffee,STARBUCKS CORP,Yes,"Starbucks Ice Cream Partnership is a brand-related entity under the Starbucks Coffee umbrella, which belongs to Starbucks Corporation."
123,Mexican Original,Tyson Foods,TYSON FOODS INC  -CL A,0.5188275519442661,Mexican Original | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Mexican Original is a brand that is owned by Tyson Foods. Both entities are connected through the parent company, Tyson Foods Inc."
124,Costco Wholesale,Costco Wholesale,COSTCO WHOLESALE CORP,0.8041278913335999,Costco Wholesale | Costco Wholesale,COSTCO WHOLESALE CORP,Yes,Both names refer to the same company; Costco Wholesale Corp is the full legal name of the entity commonly known as Costco Wholesale.
125,Ahold,Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,0.7664340050540601,Ahold | Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,Yes,"Ahold Delhaize is short for Koninklijke Ahold Delhaize, indicating they are the same entity. Ahold Delhaize is the international name, and Koninklijke Ahold Delhaize is the full legal name."
126,Tabernash Brewing,Tabernash Brewing,MOLSON COORS BEVERAGE CO,0.448209159923969,Tabernash Brewing | Tabernash Brewing,MOLSON COORS BEVERAGE CO,No,"Tabernash Brewing is a small brewery and there is no known parent-subsidiary or brand relationship linking it to Molson Coors Beverage Co, a major beverage conglomerate."
127,ConAgra Grocery Products,ConAgra Foods,CONAGRA BRANDS INC,0.7123879702699479,ConAgra Grocery Products | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Brands Inc. is the parent company, and ConAgra Foods (now part of ConAgra Grocery Products) was a name used for its food product division."
128,Brookside Foods,The Hershey Company,HERSHEY CO,0.6117013080871904,Brookside Foods | The Hershey Company,HERSHEY CO,Yes,"Brookside Foods is a brand owned by The Hershey Company, also referred to as HERSHEY CO."
129,Hormel Healthlabs,Hormel Foods,HORMEL FOODS CORP,0.6960409066793227,Hormel Healthlabs | Hormel Foods,HORMEL FOODS CORP,Yes,"Hormel Healthlabs is a division of Hormel Foods, and both are ultimately under HORMEL FOODS CORP."
130,ADM Protein Specialties,ADM Protein Specialties,ARCHER-DANIELS-MIDLAND CO,0.5335192893786448,ADM Protein Specialties | ADM Protein Specialties,ARCHER-DANIELS-MIDLAND CO,Yes,"ADM Protein Specialties is a division of Archer-Daniels-Midland Co, which is commonly abbreviated as ADM."
131,Dayton Hudson,Dayton Hudson,HOME DEPOT INC,0.50055777608513,Dayton Hudson | Dayton Hudson,HOME DEPOT INC,No,"Dayton Hudson was the former name of the company now known as Target Corporation, and is not related to Home Depot Inc, which is a separate company."
132,Tommy Hilfiger,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5531446110968903,Tommy Hilfiger | Este Lauder,ESTEE LAUDER COMPANIES INC,No,"Tommy Hilfiger is a fashion brand, while Estee Lauder is known for cosmetics and is part of the Estee Lauder Companies Inc. These are separate entities with different parent organizations."
133,Sterling Vineyards,Sterling Vineyards,CONSTELLATION BRANDS,0.4306853994033531,Sterling Vineyards | Sterling Vineyards,CONSTELLATION BRANDS,No,"Sterling Vineyards is a winery brand, and while Constellation Brands owns a variety of wine brands, it does not own Sterling Vineyards. Sterling Vineyards was part of Treasury Wine Estates."
134,Cattlemen's,Cattlemen's,CASEYS GENERAL STORES INC,0.3350648847444293,Cattlemen's | Cattlemen's,CASEYS GENERAL STORES INC,No,"Cattlemen's is typically a brand name associated with barbecue sauces and related products, whereas CASEYS GENERAL STORES INC is a chain of convenience stores. They operate in different industries with no known corporate connection."
135,Abbott Laboratories,Abbott Laboratories,ABBOTT LABORATORIES,0.8052113218567506,Abbott Laboratories | Abbott Laboratories,ABBOTT LABORATORIES,Yes,"Both names refer to the same company, Abbott Laboratories, merely differing in capitalization."
136,Franzia Winery,Franzia Winery,CONSTELLATION BRANDS,0.405846508767252,Franzia Winery | Franzia Winery,CONSTELLATION BRANDS,No,"Franzia Winery is owned by The Wine Group, not Constellation Brands."
137,Weston Foods,George Weston,WESTON (GEORGE) LTD,0.6668728231188208,Weston Foods | George Weston,WESTON (GEORGE) LTD,Yes,"George Weston Limited is the parent company of Weston Foods, making them related entities within the same corporate structure."
138,Yoplait,General Mills,GENERAL MILLS INC,0.556138398826427,Yoplait | General Mills,GENERAL MILLS INC,Yes,"General Mills Inc. is the parent company that owns the Yoplait brand, so they are related."
139,CVS Pharmacy,CVS Health,CVS HEALTH CORP,0.7272119891830225,CVS Pharmacy | CVS Health,CVS HEALTH CORP,Yes,"CVS Pharmacy is a subsidiary brand of CVS Health, and CVS HEALTH CORP is the parent company."
140,Seaboard Farms,Seaboard Farms,SEABOARD CORP,0.6268285806834948,Seaboard Farms | Seaboard Farms,SEABOARD CORP,Yes,"Seaboard Farms is a subsidiary of Seaboard Corporation, which is a larger diversified conglomerate. Therefore, they refer to the same corporate entity group."
141,SmashBox Beauty Cosmetics,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5540289134800048,SmashBox Beauty Cosmetics | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"SmashBox Beauty Cosmetics is a brand owned by The Estee Lauder Companies Inc., making them part of the same corporate family."
142,Target,Target,TARGET CORP,0.7098653111345985,Target | Target,TARGET CORP,Yes,"Target and Target Corp refer to the same company, with Target Corp being the formal legal name for the Target brand."
143,Cotton Buds,Cotton Buds,KIMBERLY-CLARK CORP,0.3157153468020222,Cotton Buds | Cotton Buds,KIMBERLY-CLARK CORP,Yes,"Cotton Buds is a product associated with Kimberly-Clark Corporation, as they produce personal care items including cotton swabs and similar products."
144,Loblaws,George Weston,LOBLAW COS LTD,0.675197737625817,Loblaws | George Weston,LOBLAW COS LTD,Yes,"Loblaws is a subsidiary and brand under Loblaw Companies Limited, which is part of the George Weston Limited group, making these entities related."
145,Brookside Foods,Hershey,HERSHEY CO,0.6466588246120605,Brookside Foods | Hershey,HERSHEY CO,Yes,"Hershey Co. is the parent company, and Brookside Foods is a brand under Hershey, indicating a parent–subsidiary relationship."
146,Fisher Price,Fisher Price,NEWELL BRANDS INC,0.35760724281174,Fisher Price | Fisher Price,NEWELL BRANDS INC,No,"Fisher-Price is a brand owned by Mattel, not Newell Brands Inc."
147,James Valley,James Valley,VALERO ENERGY CORP,0.3059880363762878,James Valley | James Valley,VALERO ENERGY CORP,No,There is no known relationship or brand ownership connecting James Valley to Valero Energy Corp.
148,Precision Foods,Precision Foods,GENERAL MILLS INC,0.464164679527673,Precision Foods | Precision Foods,GENERAL MILLS INC,Yes,"Precision Foods is a subsidiary or brand under General Mills Inc., which is a large food company owning various brands and subsidiaries."
149,CWC,CWC,COCA-COLA CO,0.3793981332131541,CWC | CWC,COCA-COLA CO,No,"CWC (Coca-Cola Bottling Company Consolidated) is a bottler and distributor, whereas COCA-COLA CO is the parent company. They are related but distinct entities."
150,Ready Bake Foods,George Weston,WESTON (GEORGE) LTD,0.5979433558449154,Ready Bake Foods | George Weston,WESTON (GEORGE) LTD,Yes,"Ready Bake Foods is a brand or subsidiary under George Weston Ltd., a major food processing and distribution company. 'WESTON (GEORGE) LTD' refers to the same overall corporate entity, implying a parent company."
151,Cervecera Modelo,Constellation Brands,CONSTELLATION BRANDS,0.6846046457030417,Cervecera Modelo | Constellation Brands,CONSTELLATION BRANDS,Yes,"Cervecera Modelo is a brand owned by Constellation Brands in the U.S., and Constellation Brands is the parent company. Thus, they are connected through a parent-brand relationship."
152,Mad River Farm,Mad River Farm,LAND O'LAKES INC,0.3278105321873998,Mad River Farm | Mad River Farm,LAND O'LAKES INC,No,"Mad River Farm is not listed as a brand or subsidiary of LAND O'LAKES INC, which is primarily known for its dairy products and not related to Mad River Farm."
153,ASE Consumer Products,ConAgra Foods,CONAGRA BRANDS INC,0.6704840053015534,ASE Consumer Products | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Foods rebranded to Conagra Brands Inc. ASE Consumer Products is likely a division under the ConAgra umbrella, pointing to a corporate relationship."
154,Saputo Group,Saputo Group,SAPUTO INC,0.7270689148766438,Saputo Group | Saputo Group,SAPUTO INC,Yes,"SAPUTO INC and Saputo Group are the same company; SAPUTO INC is the legal name, while Saputo Group is commonly used to refer to the company as an enterprise or corporate group."
155,Canada Bread,Canada Bread,LOBLAW COS LTD,0.472902447395226,Canada Bread | Canada Bread,LOBLAW COS LTD,No,"Canada Bread is a subsidiary of Grupo Bimbo, not Loblaw Companies Limited, which is a separate Canadian food retailer."
156,Sam's Club,Wal-Mart,WALMART INC,0.5572321054967182,Sam's Club | Wal-Mart,WALMART INC,Yes,"Sam's Club is a subsidiary of Walmart Inc., which operates Sam's Club stores as part of its brand portfolio."
157,Jo Malone,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5608420313014215,Jo Malone | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Jo Malone is a brand owned by Estée Lauder Companies Inc., which is its parent company."
158,Thomas E. Wilson,Tyson Foods,TYSON FOODS INC  -CL A,0.6240659259154411,Thomas E. Wilson | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Both entities refer to Tyson Foods, indicating the connection between the brand 'Thomas E. Wilson' and its parent company Tyson Foods Inc."
159,Houston Harvest Gift Products,Hershey,HERSHEY CO,0.5979755327336042,Houston Harvest Gift Products | Hershey,HERSHEY CO,Yes,"Houston Harvest Gift Products is a brand under Hershey, which is related to HERSHEY CO, the parent company."
160,Andes Candies,Andes Candies,HERSHEY CO,0.4535538216566896,Andes Candies | Andes Candies,HERSHEY CO,Yes,"Andes Candies is a brand owned by Tootsie Roll Industries, which is not directly part of The Hershey Company. However, partnerships and distribution deals occasionally exist between candy companies, but these do not imply ownership."
161,Houston Harvest Gift Products,The Hershey Company,HERSHEY CO,0.6128613510289684,Houston Harvest Gift Products | The Hershey Company,HERSHEY CO,Yes,The Hershey Company and HERSHEY CO refer to the same entity. Houston Harvest Gift Products is a brand or subsidiary under The Hershey Company.
162,CPC Specialty Brands,CPC Specialty Brands,NEWELL BRANDS INC,0.4614842771503835,CPC Specialty Brands | CPC Specialty Brands,NEWELL BRANDS INC,No,"CPC Specialty Brands is not directly known to be associated with NEWELL BRANDS INC as a parent, subsidiary, or brand."
163,Gatorade,PepsiCo,PEPSICO INC,0.5902008093430577,Gatorade | PepsiCo,PEPSICO INC,Yes,"Gatorade is a brand owned by PepsiCo, and both PepsiCo and PEPSICO INC refer to the same corporation."
164,Cash Food Trading,Cash Food Trading,UNITED NATURAL FOODS INC,0.3830491498495231,Cash Food Trading | Cash Food Trading,UNITED NATURAL FOODS INC,No,Cash Food Trading and United Natural Foods Inc. are distinct entities with no information indicating a parent-subsidiary relationship or brand ownership between them.
165,Suchard Schokolade,Mondelez International,MONDELEZ INTERNATIONAL INC,0.6563745983789125,Suchard Schokolade | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez International is the parent company, and Suchard Schokolade is one of its brands."
166,SWC,SWC,SRM ENTERTAINMENT INC -SPN,0.3737491353080826,SWC | SWC,SRM ENTERTAINMENT INC -SPN,No,"There is no publicly known relationship between SWC and SRM Entertainment Inc, indicating they are distinct entities."
167,Kennedy Foods,Kennedy Foods,CONAGRA BRANDS INC,0.4587571685488743,Kennedy Foods | Kennedy Foods,CONAGRA BRANDS INC,No,"Kennedy Foods is not a subsidiary or part of Conagra Brands Inc. They are separate entities, and there are no public records indicating ownership or parent-company relationships between the two."
168,MSB,MSB,SRM ENTERTAINMENT INC -SPN,0.3520974020035962,MSB | MSB,SRM ENTERTAINMENT INC -SPN,No,There is no publicly known relationship or ownership structure connecting MSB | MSB and SRM Entertainment Inc -SPN.
169,Molson,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.78426750967834,Molson | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Brewing is part of Molson Coors Beverage Co., which is the parent company."
170,Lactantia,Lactantia,LAND O'LAKES INC,0.4428292572243575,Lactantia | Lactantia,LAND O'LAKES INC,No,"Lactantia is a brand of dairy products owned by Parmalat Canada, while LAND O'LAKES INC is an independent agricultural cooperative and does not own or operate Lactantia."
171,Brooks Pharmacy,Brooks Pharmacy,RITE AID CORP,0.3879059013635978,Brooks Pharmacy | Brooks Pharmacy,RITE AID CORP,Yes,"Brooks Pharmacy was acquired by Rite Aid Corp in 2007, making it a part of the Rite Aid corporate structure."
172,Perugina Brands of America,Perugina Brands of America,CONAGRA BRANDS INC,0.4615084261068912,Perugina Brands of America | Perugina Brands of America,CONAGRA BRANDS INC,No,Perugina Brands of America and Conagra Brands Inc are separate entities with no parent-subsidiary or brand relationship between them.
173,Mott's North America,Mott's North America,SMUCKER (JM) CO,0.4321149133803305,Mott's North America | Mott's North America,SMUCKER (JM) CO,No,"Mott's North America is a subsidiary of Keurig Dr Pepper, whereas SMUCKER (JM) CO is an independent company known for its food products; they are not related."
174,Bumble and bumble,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5421395776471447,Bumble and bumble | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Bumble and bumble is a hair care brand owned by the Estée Lauder Companies Inc., so there is a parent-subsidiary relationship between the two entities."
